grade,class,assignment,prepost,paragraph_count,sentence_count,word_count,num_problem_spaces,num_misspelt,num_grammar_problems,dale_chall_readability_score,smog_index,flesch_reading_ease,flesch_kincaid_grade,linsear_write_formula,coleman_liau_index,automated_readability_index,yule_vocab_richness,total_score,nouns,pronouns,verbs,adjectives,adverbs,conjunctions,particles,pronouns,prepositions,others,simpson,fisher,brillouin,berger_parker,percent_active,ave_sent_length,sd_sent_length,percent_short,percent_long,trans_count,trans_diversity
85,hyogenB_2019,narrative_essay,post,4,47,433,0,26,20,5.38,7.4,4.76,87.62,3.3,4.666666667,4.26,2.9,11.14727447,5,9,26,0,1,4,1,0,6,0,0.433806452,1.4932568,0.897381188,0.634146341,0.765957447,9.212765957,4.336564825,0.021276596,0,30,6
85,hyogenB_2019,narrative_essay,post,4,53,429,1,22,20,5.59,7.4,5.45,88.02,3.1,6.625,3.15,1.9,12.67252747,6,5,44,0,1,3,0,0,0,0,0.356291223,1.003664969,0.536501997,0.830188679,0.849056604,8.094339623,3.421707347,0.018867925,0,48,9
85,hyogenD_2019,narrative_essay,pre,10,53,452,1,38,28,6.77,12.7,13.44,49.69,13.7,4.083333333,10.46,16.5,11.5960994,14,13,26,1,5,1,3,0,5,0,0.454218691,1.794868276,1.105563819,0.530612245,0.888888889,8.37037037,3.128698086,0.018518519,0,39,7
85,hyogenD_2019,narrative_essay,post,8,41,420,0,6,11,5.8,8.3,6.58,76.52,5.5,4.5,5.95,4.9,12.529201,6,0,28,0,1,6,0,0,6,0,0.497360942,0.785567969,0.504776607,0.8,0.829268293,10.24390244,3.906095848,0.024390244,0,56,7
85,hyogenD_2019,narrative_essay,post,10,53,452,1,38,28,6.77,12.7,13.44,49.69,13.7,4.083333333,10.46,16.5,11.5960994,14,13,26,1,5,1,3,0,5,0,0.454218691,1.794868276,1.105563819,0.530612245,0.888888889,8.37037037,3.128698086,0.018518519,0,39,7
85,hyogenACE_2019,summary_essay,pre,13,36,674,8,9,15,6.62,13.9,12.21,45.9,13.1,14.2,11.67,15.3,9.671892291,14,4,12,0,8,4,2,0,8,0,0.737704918,1.713325973,1.23390547,0.4,0.552631579,17.73684211,9.970177136,0.026315789,0.026315789,81,11
86,hyogenD_2019,analysis_essay,pre,6,24,314,1,3,6,7.85,13,10.41,48.7,10,5.8,12.4,10.9,13.27816092,11,2,16,0,0,1,0,0,6,0,0.461047254,1.002087126,0.419730363,0.842105263,0.84,12.56,6.362892424,0.04,0,43,8
86,hyogenD_2019,analysis_essay,pre,9,41,338,1,20,15,6.17,8.3,6.13,69.18,6.2,4.5,10.07,7.9,15.93169761,8,9,10,3,2,5,3,0,7,2,0.748538012,2.179973325,1.393361298,0.3125,0.756097561,8.243902439,3.09035074,0.024390244,0,35,6
86,hyogenD_2019,analysis_essay,pre,8,22,318,2,20,7,6.01,9.2,8.31,78.99,6.6,4.888888889,8,8.7,7.603455915,7,3,11,1,0,5,1,0,3,0,0.561783439,2.076176937,1.014218088,0.523809524,0.625,13.25,7.084313658,0.041666667,0,36,8
86,hyogenACE_2019,argumentative_essay,pre,8,21,338,0,3,2,5.9,9.5,9.98,75.44,8,10.6,6.04,8.8,7.463739517,10,1,6,1,2,6,0,0,5,0,0.656410256,2.496746099,1.051263156,0.375,0.523809524,16.0952381,5.088780955,0.047619048,0,39,6
86,hyogenACE_2019,argumentative_essay,pre,8,16,317,0,4,4,6.14,10.3,11.95,70.06,10,8.5,7.49,12.2,6.447532343,10,2,5,0,1,6,0,0,2,0,0.742424242,1.87081181,0.937952218,0.428571429,0.5,19.8125,6.821095495,0.0625,0,35,8
86,hyogenACE_2019,argumentative_essay,pre,8,20,413,1,4,5,6.42,10.9,12.46,60.48,11.7,6.571428571,10.45,15.3,9.261733615,12,4,2,1,3,6,1,0,3,0,0.718905473,3.305001612,1.250756574,0.352941176,0.65,20.65,12.70541223,0.05,0.05,56,9
86,hyogenACE_2019,argumentative_essay,post,8,20,413,1,4,5,6.42,10.9,12.46,60.48,11.7,6.571428571,10.45,15.3,9.261733615,12,4,2,1,3,6,1,0,3,0,0.718905473,3.305001612,1.250756574,0.352941176,0.65,20.65,12.70541223,0.05,0.05,56,9
86,hyogenACE_2019,process_essay,pre,7,25,401,0,8,11,5.89,10.4,8.68,70.23,7.9,13,8,9.1,15.42857143,8,3,3,1,2,8,0,0,8,0,0.664367816,2.387223706,1.095517908,0.470588235,0.68,16.04,7.896733502,0.04,0.04,51,9
86,hyogenACE_2019,process_essay,pre,9,22,426,0,1,8,6.48,11.4,11.95,63.12,10.6,15.5,9.52,13.1,14.90236928,11,1,5,1,0,10,0,0,5,0,0.568897638,1.649097015,0.800774655,0.588235294,0.636363636,19.36363636,10.15581094,0.045454545,0.045454545,79,11
86,hyogenACE_2019,process_essay,pre,8,24,397,1,8,6,6.6,10.7,10.92,66.07,9.5,8.166666667,9.52,12,7.419811321,10,3,13,0,0,4,0,0,3,1,0.687285223,0.978817229,0.740681965,0.65,0.833333333,16.54166667,5.737153524,0.041666667,0,52,9
86,hyogenACE_2019,process_essay,post,9,25,360,1,17,16,5.5,9.3,8.96,76.66,7.5,5.555555556,6.62,8.6,10.25300625,9,3,8,1,1,5,3,0,5,0,0.674311927,2.806217743,1.257358348,0.380952381,0.846153846,13.84615385,7.315380571,0.038461538,0.038461538,53,11
86,hyogenACE_2019,descriptive_essay,pre,4,12,140,1,3,3,6.87,8.8,7.92,75.61,5.8,8.666666667,6.83,6,43.65454545,7,1,7,2,1,1,0,0,0,0,0.514285714,3.218173316,0.89740883,0.583333333,1,11.66666667,7.01585506,0.083333333,0,25,6
86,hyogenACE_2019,descriptive_essay,post,6,27,316,0,6,9,6.38,9.7,8.03,74.49,6.3,6.5,7.59,6.9,18.74174174,7,1,16,0,1,4,0,0,4,1,0.441605839,1.430662181,0.664603064,0.727272727,0.888888889,11.7037037,8.082055179,0.037037037,0.037037037,29,3
86,hyogenACE_2019,descriptive_essay,post,7,26,347,0,4,6,5.47,8.2,7.56,80.92,5.9,8.333333333,6.55,6.7,13.44734043,6,3,13,0,2,4,0,0,4,0,0.611111111,1.430662181,0.920729864,0.590909091,0.884615385,13.34615385,6.574673479,0.038461538,0,58,8
86,hyogenACE_2019,descriptive_essay,post,4,15,268,1,10,12,6.71,10.9,9.97,70.33,7.9,12.2,7.65,8.6,17.79721497,8,1,7,0,0,3,0,0,4,0,0.683615819,1.358866034,0.653217001,0.636363636,0.6,17.86666667,7.948724566,0.066666667,0.066666667,40,5
86,hyogenACE_2019,narrative_essay,post,7,28,440,0,8,5,6.14,9.3,9.6,76.96,7.4,9,7.2,9,11.82296344,9,0,15,2,2,6,0,0,3,0,0.580855019,1.34439805,0.885551531,0.6,0.642857143,15.71428571,7.264675506,0.035714286,0,55,10
86,hyogenACE_2019,narrative_essay,post,7,31,475,2,14,12,5.88,10,8.59,71.34,7.5,10.33333333,7.94,8.5,17.60578132,8,2,19,0,2,3,0,0,5,1,0.447089947,1.320200546,0.72091399,0.730769231,0.65625,14.84375,8.606354393,0.03125,0.03125,51,8
86,hyogenB_2019,narrative_essay,pre,4,26,410,11,24,24,5.58,10,8.76,76.66,7.5,10.16666667,7.25,9.6,10.25781846,10,5,3,1,1,1,6,0,3,12,0.659817352,3.305001612,1.196857119,0.352941176,0.90625,12.8125,7.204328126,0.03125,0,47,5
86,hyogenB_2019,narrative_essay,post,8,42,422,2,40,31,5.77,8.1,6.07,75.2,6,4.4,7.64,6.8,15.17738359,6,14,10,0,1,5,9,0,2,1,0.75483871,1.524186687,1.249918135,0.358974359,0.738095238,10.04761905,4.134364585,0.023809524,0,45,8
86,hyogenD_2019,narrative_essay,pre,4,34,437,1,4,7,6.39,10,8.04,74.39,6.3,6.222222222,8.29,7.4,17.7876588,7,2,19,0,1,7,2,0,4,0,0.458711217,1.686845582,0.930351085,0.612903226,0.771428571,12.48571429,5.499981447,0.028571429,0,67,12
86,hyogenD_2019,narrative_essay,pre,8,43,588,0,9,16,5.53,9.5,7.21,80.82,5.9,5.777777778,8.47,8.3,8.860971524,6,16,13,2,1,6,4,0,1,0,0.609958506,1.915546474,1.288033458,0.380952381,0.744186047,13.6744186,7.754131473,0.023255814,0.023255814,61,12
86,hyogenD_2019,narrative_essay,post,7,41,558,1,8,24,5.8,8.4,7.11,73.78,6.5,7,7.65,7.5,12.96710906,7,11,24,0,2,3,0,0,2,0,0.563380282,1.106515871,0.888717396,0.6,0.761904762,13.28571429,7.481041799,0.023809524,0.023809524,59,6
86,hyogenD_2019,narrative_essay,post,10,33,451,2,2,6,6.26,9.9,8.87,71.55,7.4,9,7.94,8.3,14.95080251,9,0,21,0,2,5,1,0,3,2,0.446390658,1.257667534,0.70331935,0.724137931,0.676470588,13.26470588,5.381388535,0.029411765,0,57,11
86,hyogenD_2019,narrative_essay,post,8,43,588,0,9,16,5.53,9.5,7.21,80.82,5.9,5.777777778,8.47,8.3,8.860971524,6,16,13,2,1,6,4,0,1,0,0.609958506,1.915546474,1.288033458,0.380952381,0.744186047,13.6744186,7.754131473,0.023255814,0.023255814,61,12
86,hyogenACE_2019,summary_essay,pre,9,21,480,8,16,12,7.85,14.6,14.67,45.49,13.3,21.33333333,11.96,15.7,18.00038941,15,5,6,2,1,2,2,0,4,1,0.72972973,3.151568895,1.274958928,0.333333333,0.652173913,20.86956522,9.736995108,0.043478261,0.043478261,38,7
86,hyogenACE_2019,summary_essay,pre,13,49,550,9,40,20,6.48,8.9,6.65,76.22,5.6,8,7.7,6.3,11.98962014,7,2,42,0,1,2,2,0,3,0,0.270230726,1.393523392,0.504375939,0.857142857,0.826923077,10.57692308,4.32944371,0.019230769,0,33,4
87,hyogenB_2019,analysis_essay,pre,4,26,322,0,3,3,5.99,8.7,7.02,83.76,4.8,6.375,7.41,6.4,12.5952381,6,6,10,1,1,3,0,0,5,0,0.6,2.076176937,1.043081697,0.476190476,0.769230769,12.38461538,5.000591681,0.038461538,0,40,12
87,hyogenD_2019,analysis_essay,pre,6,18,324,0,11,8,6,11.1,9.49,69.41,8.2,8.142857143,7.83,9,10.55654102,9,3,8,1,0,3,0,0,3,0,0.677710843,1.784773664,0.914076636,0.533333333,0.666666667,18,11.44552314,0.055555556,0.055555556,36,5
87,hyogenD_2019,analysis_essay,pre,9,24,322,0,4,7,6.05,13,10.02,43.93,11.8,6.333333333,12.3,12.5,5.271024312,13,2,16,0,0,1,1,0,4,0,0.381679389,1.503533843,0.548530459,0.8,0.666666667,13.41666667,4.957457906,0.041666667,0,21,5
87,hyogenACE_2019,argumentative_essay,pre,8,29,312,3,8,15,5.66,9.9,6.8,74.08,6.4,4.363636364,9.79,9,5.109797297,7,4,8,1,2,9,0,0,5,0,0.693975904,1.921691617,1.146129084,0.375,0.965517241,10.75862069,4.082385817,0.034482759,0,33,7
87,hyogenACE_2019,process_essay,post,7,31,531,0,5,6,5.74,9.4,9.01,68.6,8.5,8.5,8.12,9.7,6.077300373,9,2,3,1,0,10,1,0,14,0,0.502608696,2.387223706,0.936220837,0.588235294,0.774193548,17.12903226,6.718976187,0.032258065,0,74,13
87,hyogenACE_2019,process_essay,post,8,21,431,1,3,7,7.07,11.4,12.82,63.02,10.7,14,8.48,12.4,11.29554367,11,2,8,0,1,5,1,0,4,0,0.608421053,2.387223706,1.024695978,0.470588235,0.571428571,20.47619048,15.99291226,0.047619048,0.047619048,55,10
87,hyogenACE_2019,descriptive_essay,post,8,18,251,0,2,1,6.1,11.4,9.39,70.23,7.9,5.9,7.65,8.8,14.93979592,8,1,12,0,0,2,2,0,1,0,0.472222222,1.649097015,0.713621447,0.705882353,0.722222222,13.94444444,7.670087804,0.055555556,0.055555556,31,6
87,hyogenACE_2019,descriptive_essay,post,7,23,316,1,6,5,6.32,9.7,8.87,71.75,7.3,6.625,8.18,8.4,21.84890333,7,3,11,0,0,5,1,0,3,0,0.641025641,1.503533843,0.91270287,0.55,0.826086957,13.73913043,6.462045653,0.043478261,0,39,5
87,hyogenACE_2019,narrative_essay,pre,8,26,561,4,26,15,6.46,10.5,11.89,61.5,11.3,8.5,8.48,13.2,6.397778549,9,3,7,0,3,4,1,0,10,0,0.771428571,2.293238462,1.172706171,0.388888889,0.714285714,20.03571429,10.76861227,0.035714286,0.035714286,67,10
87,hyogenACE_2019,narrative_essay,pre,8,30,504,1,13,16,6.98,11.4,11.1,58.92,10.2,8.666666667,8.99,11,15.19678253,11,1,6,0,2,9,0,0,12,0,0.663934426,1.594434505,0.906734408,0.5,0.6,16.8,8.059776672,0.033333333,0.033333333,68,15
87,hyogenACE_2019,narrative_essay,post,7,31,525,0,26,19,6.49,10.1,10,68.91,8.4,8,8.82,10.2,11.35810811,8,2,11,1,1,5,2,0,8,1,0.517094017,2.717732067,1.127049427,0.5,0.64516129,16.93548387,7.803785202,0.032258065,0.032258065,51,6
87,hyogenACE_2019,narrative_essay,post,8,26,563,4,26,15,6.46,10.5,11.93,69.86,10.1,8.5,8.59,13.3,6.277929155,9,3,7,0,3,4,1,0,10,0,0.771428571,2.293238462,1.172706171,0.388888889,0.714285714,20.10714286,10.71827307,0.035714286,0.035714286,67,10
87,hyogenB_2019,narrative_essay,pre,9,30,425,1,8,4,5.9,8.7,8.15,79.8,6.3,5.625,5.97,6.9,12.84208593,6,1,12,0,2,8,0,0,7,0,0.620892019,1.399292559,0.883552652,0.52173913,0.566666667,14.16666667,6.256108126,0.033333333,0,60,8
87,hyogenB_2019,narrative_essay,post,4,25,415,11,24,24,5.54,10,8.87,76.35,7.6,11.8,7.02,9.5,9.776808433,10,5,2,1,1,1,6,0,3,12,0.62745098,3.486887572,1.163248123,0.375,0.903225806,13.38709677,8.03491341,0.032258065,0,47,5
87,hyogenB_2019,narrative_essay,post,9,30,425,1,8,4,5.9,8.7,8.15,79.8,6.3,5.625,5.97,6.9,12.84208593,6,1,12,0,2,8,0,0,7,0,0.620892019,1.399292559,0.883552652,0.52173913,0.566666667,14.16666667,6.256108126,0.033333333,0,60,8
87,hyogenD_2019,narrative_essay,post,8,36,434,2,3,7,5.86,9,7.17,74.19,6.4,5.444444444,6.14,5.7,5.491219392,6,1,18,0,2,5,2,0,6,0,0.437988827,1.772198709,0.904303994,0.642857143,0.705882353,12.76470588,5.1223778,0.029411765,0,62,11
87,hyogenACE_2019,summary_essay,pre,12,20,397,5,27,9,7.42,12.2,12.57,65.46,9.7,8,11.2,13.5,33.41561338,8,5,9,0,4,1,0,0,3,0,0.733739837,1.546303963,0.977500586,0.473684211,0.636363636,18.04545455,12.50264435,0.045454545,0.045454545,40,8
88,hyogenD_2019,analysis_essay,pre,9,27,303,1,16,8,6.67,9.9,9,72.26,7.1,7.285714286,9.45,9.1,11.25768025,7,6,12,0,2,2,2,0,4,0,0.6,1.921691617,1.08911759,0.5,0.714285714,10.82142857,4.512313086,0.035714286,0,43,10
88,hyogenACE_2019,argumentative_essay,post,4,25,325,0,3,2,5.45,10.7,6.68,66.74,7.2,6.375,8.22,7.3,9.471257826,7,1,2,1,2,6,0,0,13,0,0.626086957,3.218173316,1.001805744,0.5,0.6,13,5.592852582,0.04,0,48,10
88,hyogenACE_2019,argumentative_essay,post,8,21,345,1,5,7,6.76,10.4,9.88,52.39,10.6,8.833333333,9.4,10.4,17.56519065,10,4,4,0,3,7,0,0,4,0,0.9,1.594434505,1.095689818,0.388888889,0.954545455,15.68181818,6.189333667,0.045454545,0,44,6
88,hyogenACE_2019,argumentative_essay,post,10,20,317,2,2,6,6.57,9.6,9.92,69.72,8.1,5.222222222,9.4,10.2,20.72213115,10,2,9,0,3,4,0,0,3,0,0.736363636,1.594434505,0.996147625,0.5,0.761904762,15.0952381,9.865306029,0.047619048,0.047619048,40,6
88,hyogenACE_2019,argumentative_essay,post,8,32,348,0,3,2,7.15,10.4,18.52,44.65,17.7,4.090909091,8.2,20.9,7.338034577,18,6,10,1,3,7,1,0,4,0,0.666666667,2.342550645,1.281755661,0.357142857,0.78125,10.875,5.914759082,0.03125,0,45,14
88,hyogenACE_2019,process_essay,pre,12,30,444,0,3,4,6.56,10.9,10.07,69.11,8.3,6.25,9.05,10.1,12.27152803,11,2,8,3,2,7,2,0,6,0,0.71641791,2.567764389,1.324323505,0.333333333,0.766666667,14.8,9.152048951,0.033333333,0.033333333,37,5
88,hyogenACE_2019,process_essay,pre,10,30,383,0,17,17,6.67,11,9.05,64.41,8.1,7.714285714,9.5,9.2,13.83097305,8,4,10,0,4,7,0,0,5,0,0.863259669,1.34439805,1.120716945,0.4,0.6,12.76666667,6.621597659,0.033333333,0,48,8
88,hyogenACE_2019,process_essay,post,8,28,450,0,8,10,6.51,12.9,10.51,50.67,11.3,8.833333333,10.44,12.1,6.904109589,11,2,3,0,0,9,1,0,13,0,0.592105263,1.784773664,0.840835817,0.6,0.5,16.07142857,6.329796721,0.035714286,0.035714286,71,17
88,hyogenACE_2019,process_essay,post,7,29,479,0,3,8,6.56,11.2,10.41,59.13,10.1,10.83333333,8.94,10.8,8.456818182,11,2,8,1,1,9,1,0,7,0,0.530701754,2.717732067,1.107800172,0.409090909,0.586206897,16.51724138,5.531232261,0.034482759,0,57,9
88,hyogenACE_2019,process_essay,post,8,31,435,2,2,4,6.99,9.9,9.08,72.97,6.9,8.333333333,8.75,8.7,16.66639968,9,8,5,3,1,2,2,0,11,1,0.686915888,2.806217743,1.276666211,0.380952381,0.666666667,13.18181818,6.515503866,0.03030303,0,44,5
88,hyogenACE_2019,process_essay,post,9,22,433,0,2,8,6.58,11.4,12.13,62.82,10.8,15.5,9.58,13.3,15.5456423,11,1,5,1,0,10,0,0,5,0,0.568897638,1.649097015,0.800774655,0.588235294,0.636363636,19.68181818,10.32818898,0.045454545,0.045454545,77,10
88,hyogenACE_2019,process_essay,post,8,28,452,0,8,9,6.19,11.1,9.3,69.62,8.1,13.4,8.99,10,14.65596677,9,3,1,1,1,12,0,0,10,0,0.415384615,2.293238462,0.81202618,0.666666667,0.678571429,16.14285714,8.244973732,0.035714286,0.035714286,63,7
88,hyogenACE_2019,process_essay,post,12,48,460,0,5,4,6.41,8.8,6.9,76.22,5.6,4.363636364,7.7,6.4,5.965718895,7,10,18,2,1,6,0,0,11,0,0.588817204,1.558333873,1.096171791,0.486486486,0.645833333,9.583333333,5.75482889,0.020833333,0,45,9
88,hyogenACE_2019,process_essay,post,8,35,446,1,7,8,6.56,10.8,9.03,72.36,7.1,6.625,9.05,8.8,11.84510166,7,4,11,1,2,9,0,0,8,0,0.653811659,1.805093282,1.125266751,0.407407407,0.742857143,12.74285714,4.324963135,0.028571429,0,40,7
88,hyogenACE_2019,process_essay,post,10,39,429,0,33,18,5.7,7.6,6.54,83.36,4.9,6.571428571,5.9,5.7,11.51558292,6,5,12,1,2,6,2,0,11,0,0.6105919,2.342550645,1.255338976,0.428571429,0.717948718,11,5.665912469,0.025641026,0,44,8
88,hyogenACE_2019,process_essay,post,7,39,482,2,8,15,6.09,10.5,9.23,69.62,8.1,5,6.44,7.9,5.543677459,8,4,2,0,3,10,2,0,18,0,0.663157895,2.076176937,1.13902946,0.476190476,1,12.35897436,4.660181462,0.025641026,0,58,17
88,hyogenACE_2019,descriptive_essay,pre,11,14,176,2,2,5,6.44,10.4,10.79,66.27,9.4,6.714285714,8.07,10.9,24.05896226,11,1,7,0,0,5,0,0,1,0,0.751111111,1.222547995,0.710731596,0.538461538,0.785714286,12.57142857,5.703561365,0.071428571,0,21,2
88,hyogenACE_2019,descriptive_essay,post,18,28,392,12,4,15,6.24,10.7,11.08,73.71,8.6,6.125,7.26,10.5,18.44019397,11,3,11,0,0,11,0,0,4,0,0.83001328,0.890146532,0.848289202,0.44,0.793103448,13.51724138,9.390459904,0.034482759,0.034482759,49,8
88,hyogenACE_2019,descriptive_essay,post,6,30,343,4,9,10,6.06,9.1,9.04,70.23,7.9,5.111111111,6.26,8.1,11.0397812,8,2,13,0,0,10,1,0,4,0,0.616788321,1.320200546,0.881229929,0.5,0.833333333,11.43333333,4.462311309,0.033333333,0,51,7
88,hyogenACE_2019,descriptive_essay,post,10,16,239,0,3,5,7.54,13.7,13.02,47.42,12.5,8.142857143,11.32,14.1,17.625459,14,2,9,0,0,4,0,0,1,0,0.742574257,1.127650376,0.748416193,0.6,0.6875,14.9375,5.067898356,0.0625,0,44,5
88,hyogenACE_2019,narrative_essay,pre,9,38,505,0,3,9,5.93,8.3,7.28,81.43,5.7,6.571428571,6.78,7,8.486691276,7,5,10,1,1,10,3,0,8,0,0.63559322,2.255300753,1.262338666,0.333333333,0.631578947,13.28947368,4.882341407,0.026315789,0,69,14
88,hyogenACE_2019,narrative_essay,pre,8,42,494,14,7,26,5.7,7.3,9.29,74.53,8.3,8,6.67,10.1,18.5857583,8,4,12,4,2,6,4,0,2,10,0.735632184,2.179973325,1.398880784,0.375,0.954545455,11.22727273,7.185413369,0.022727273,0.022727273,51,10
88,hyogenACE_2019,narrative_essay,post,8,47,478,9,8,20,5.59,9,6.96,75,6.1,5.4,5.61,5.7,8.562015504,6,3,8,0,2,13,2,0,19,0,0.6272,1.772198709,1.12696152,0.464285714,0.957446809,10.17021277,3.484428272,0.021276596,0,77,15
88,hyogenB_2019,narrative_essay,pre,6,49,420,0,14,15,5.91,7.3,5.17,79.16,4.5,3.909090909,6.64,4.7,11.81733857,5,20,13,0,1,7,5,0,3,0,0.657142857,1.427133416,1.190263948,0.434782609,0.693877551,8.571428571,4.090806018,0.020408163,0,38,4
88,hyogenB_2019,narrative_essay,post,4,32,432,1,3,5,5.69,6.9,6.16,75.4,5.9,4.2,7.53,6.5,11.07995658,7,10,5,0,2,5,4,0,7,0,0.795294118,1.840705021,1.258119411,0.384615385,0.666666667,13.09090909,5.680181582,0.03030303,0,42,8
88,hyogenB_2019,narrative_essay,post,6,32,433,3,4,8,5.91,9.9,8.09,72.87,6.9,8.666666667,7.3,7.3,16.26465116,7,2,18,3,2,3,3,0,1,0,0.446146704,2.216316426,1.126942115,0.580645161,0.6875,13.53125,6.344211806,0.03125,0,42,6
88,hyogenB_2019,narrative_essay,post,7,30,414,0,22,17,5.81,9.1,8.08,72.36,7.1,6.5,6.9,7.1,15.20221607,7,7,17,1,1,3,1,0,0,0,0.428571429,2.255300753,1.027874736,0.566666667,0.7,13.76666667,8.769961358,0.033333333,0.033333333,32,5
88,hyogenB_2019,narrative_essay,post,6,31,416,1,3,7,5.71,8.8,7.26,82.34,5.3,7.571428571,6.72,6.4,11.13307853,6,1,15,1,1,6,4,0,3,0,0.466666667,2.342550645,1.079755954,0.535714286,0.741935484,13.41935484,6.313192503,0.032258065,0,51,9
